SEASON,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,HOME
2019,1610612747,LAL,Los Angeles Lakers,21900633,2020-01-18,LAL @ HOU,W,35,31,13,25,0.52,2,7,0.286,3,5,0.6,0,5,5,12,2,0,6,3,0.4,False
2019,1610612747,LAL,Los Angeles Lakers,21900613,2020-01-15,LAL vs. ORL,L,36,19,7,19,0.368,2,9,0.222,3,5,0.6,0,3,3,19,1,0,5,1,-1.8,True
2019,1610612747,LAL,Los Angeles Lakers,21900597,2020-01-13,LAL vs. CLE,W,33,31,12,16,0.75,1,3,0.333,6,7,0.857,0,2,2,8,1,0,3,2,3.8,True
2019,1610612747,LAL,Los Angeles Lakers,21900572,2020-01-10,LAL @ DAL,W,32,35,14,25,0.56,3,6,0.5,4,5,0.8,2,14,16,7,1,0,3,0,2.6,False
2019,1610612747,LAL,Los Angeles Lakers,21900553,2020-01-07,LAL vs. NYK,W,31,31,9,19,0.474,6,12,0.5,7,7,1.0,0,5,5,5,2,1,4,2,5.2,True
2019,1610612747,LAL,Los Angeles Lakers,21900538,2020-01-05,LAL vs. DET,W,35,21,10,21,0.476,0,3,0.0,1,2,0.5,3,11,14,11,0,0,3,2,4.6,True
2019,1610612747,LAL,Los Angeles Lakers,21900522,2020-01-03,LAL vs. NOP,W,37,17,7,17,0.412,1,3,0.333,2,5,0.4,0,8,8,15,2,0,2,1,3.4,True
2019,1610612747,LAL,Los Angeles Lakers,21900507,2020-01-01,LAL vs. PHX,W,38,31,11,21,0.524,1,4,0.25,8,12,0.667,2,11,13,12,2,1,5,0,3.6,True
2019,1610612747,LAL,Los Angeles Lakers,21900490,2019-12-29,LAL vs. DAL,W,34,13,3,10,0.3,2,4,0.5,5,6,0.833,0,6,6,13,2,0,2,2,1.0,True
2019,1610612747,LAL,Los Angeles Lakers,21900484,2019-12-28,LAL @ POR,W,37,21,7,15,0.467,1,4,0.25,6,8,0.75,1,6,7,16,2,1,1,2,1.0,False
2019,1610612747,LAL,Los Angeles Lakers,21900458,2019-12-25,LAL vs. LAC,L,39,23,9,24,0.375,2,12,0.167,3,4,0.75,3,6,9,10,2,1,2,3,0.6,True
2019,1610612747,LAL,Los Angeles Lakers,21900417,2019-12-19,LAL @ MIL,L,37,21,8,19,0.421,3,7,0.429,2,2,1.0,0,12,12,11,0,0,4,5,-2.8,False
2019,1610612747,LAL,Los Angeles Lakers,21900402,2019-12-17,LAL @ IND,L,35,20,8,20,0.4,0,6,0.0,4,8,0.5,1,8,9,9,0,0,5,2,-1.8,False
2019,1610612747,LAL,Los Angeles Lakers,21900390,2019-12-15,LAL @ ATL,W,37,32,12,21,0.571,4,10,0.4,4,7,0.571,1,12,13,7,1,3,4,1,2.0,False
2019,1610612747,LAL,Los Angeles Lakers,21900374,2019-12-13,LAL @ MIA,W,37,28,11,22,0.5,4,8,0.5,2,4,0.5,2,7,9,12,1,0,8,2,1.8,False
2019,1610612747,LAL,Los Angeles Lakers,21900358,2019-12-11,LAL @ ORL,W,38,25,11,24,0.458,1,6,0.167,2,5,0.4,2,9,11,10,2,0,6,2,1.6,False
2019,1610612747,LAL,Los Angeles Lakers,21900342,2019-12-08,LAL vs. MIN,W,28,32,12,20,0.6,6,8,0.75,2,2,1.0,1,3,4,13,1,0,5,4,4.8,True
2019,1610612747,LAL,Los Angeles Lakers,21900329,2019-12-06,LAL @ POR,W,34,31,11,23,0.478,4,9,0.444,5,7,0.714,1,6,7,8,0,1,3,1,4.2,False
2019,1610612747,LAL,Los Angeles Lakers,21900314,2019-12-04,LAL @ UTA,W,29,20,9,21,0.429,1,6,0.167,1,1,1.0,0,4,4,12,1,0,1,3,2.8,False
2019,1610612747,LAL,Los Angeles Lakers,21900304,2019-12-03,LAL @ DEN,W,37,25,9,18,0.5,1,4,0.25,6,6,1.0,2,4,6,9,0,0,4,3,0.8,False
2019,1610612747,LAL,Los Angeles Lakers,21900287,2019-12-01,LAL vs. DAL,L,36,25,11,20,0.55,0,5,0.0,3,3,1.0,0,9,9,8,4,0,6,3,-3.2,True
2019,1610612747,LAL,Los Angeles Lakers,21900279,2019-11-29,LAL vs. WAS,W,25,23,9,16,0.563,4,8,0.5,1,2,0.5,0,3,3,11,2,1,6,1,4.0,True
2019,1610612747,LAL,Los Angeles Lakers,21900264,2019-11-27,LAL @ NOP,W,38,29,10,18,0.556,2,6,0.333,7,11,0.636,2,3,5,11,2,1,5,2,0.6,False
2019,1610612747,LAL,Los Angeles Lakers,21900249,2019-11-25,LAL @ SAS,W,35,33,13,24,0.542,4,7,0.571,3,8,0.375,1,3,4,14,0,1,3,2,1.2,False
2019,1610612747,LAL,Los Angeles Lakers,21900232,2019-11-23,LAL @ MEM,W,39,30,14,27,0.519,2,9,0.222,0,0,,1,5,6,4,2,0,5,1,1.4,False
2019,1610612747,LAL,Los Angeles Lakers,21900220,2019-11-22,LAL @ OKC,W,36,23,9,20,0.45,1,3,0.333,4,6,0.667,1,5,6,14,1,1,5,2,0.6,False
2019,1610612747,LAL,Los Angeles Lakers,21900201,2019-11-19,LAL vs. OKC,W,37,25,10,21,0.476,2,5,0.4,3,5,0.6,0,11,11,10,2,0,7,2,1.2,True
2019,1610612747,LAL,Los Angeles Lakers,21900188,2019-11-17,LAL vs. ATL,W,33,33,13,21,0.619,6,10,0.6,1,1,1.0,0,7,7,12,1,1,0,1,6.0,True
2019,1610612747,LAL,Los Angeles Lakers,21900174,2019-11-15,LAL vs. SAC,W,39,29,10,20,0.5,2,7,0.286,7,7,1.0,3,1,4,11,3,0,2,1,2.6,True
2019,1610612747,LAL,Los Angeles Lakers,21900159,2019-11-13,LAL vs. GSW,W,26,23,11,21,0.524,1,5,0.2,0,1,0.0,2,4,6,12,1,1,4,1,2.6,True
2019,1610612747,LAL,Los Angeles Lakers,21900151,2019-11-12,LAL @ PHX,W,37,19,8,18,0.444,1,4,0.25,2,7,0.286,0,7,7,11,0,0,1,0,-0.4,False
2019,1610612747,LAL,Los Angeles Lakers,21900139,2019-11-10,LAL vs. TOR,L,35,13,5,15,0.333,0,2,0.0,3,6,0.5,3,10,13,15,0,1,2,0,-1.2,True
2019,1610612747,LAL,Los Angeles Lakers,21900126,2019-11-08,LAL vs. MIA,W,36,25,10,19,0.526,4,7,0.571,1,2,0.5,1,3,4,6,0,0,3,2,3.2,True
2019,1610612747,LAL,Los Angeles Lakers,21900100,2019-11-05,LAL @ CHI,W,35,30,10,19,0.526,2,6,0.333,8,9,0.889,0,10,10,11,2,1,2,3,3.4,False
2019,1610612747,LAL,Los Angeles Lakers,21900088,2019-11-03,LAL @ SAS,W,37,21,8,23,0.348,0,6,0.0,5,10,0.5,1,10,11,13,2,1,5,2,3.0,False
2019,1610612747,LAL,Los Angeles Lakers,21900074,2019-11-01,LAL @ DAL,W,43,39,13,23,0.565,4,9,0.444,9,11,0.818,0,12,12,16,4,1,4,5,3.0,False
2019,1610612747,LAL,Los Angeles Lakers,21900054,2019-10-29,LAL vs. MEM,W,28,23,8,15,0.533,2,5,0.4,5,7,0.714,0,2,2,8,0,1,6,0,0.4,True
2019,1610612747,LAL,Los Angeles Lakers,21900040,2019-10-27,LAL vs. CHA,W,35,20,7,14,0.5,1,3,0.333,5,5,1.0,1,5,6,12,1,0,4,0,3.4,True
2019,1610612747,LAL,Los Angeles Lakers,21900025,2019-10-25,LAL vs. UTA,W,31,32,12,22,0.545,1,4,0.25,7,8,0.875,2,5,7,10,1,0,1,0,3.4,True
2019,1610612747,LAL,Los Angeles Lakers,21900002,2019-10-22,LAL @ LAC,L,36,18,7,19,0.368,1,5,0.2,3,4,0.75,1,9,10,8,1,1,5,3,-1.6,False
2018,1610612747,LAL,Los Angeles Lakers,21801135,2019-03-29,LAL vs. CHA,W,32,27,11,19,0.579,4,7,0.571,1,2,0.5,0,3,3,9,0,0,6,1,2.8,True
2018,1610612747,LAL,Los Angeles Lakers,21801116,2019-03-26,LAL vs. WAS,W,34,23,11,20,0.55,1,6,0.167,0,2,0.0,0,7,7,14,1,0,3,1,0.6,True
2018,1610612747,LAL,Los Angeles Lakers,21801102,2019-03-24,LAL vs. SAC,W,35,29,9,22,0.409,3,6,0.5,8,9,0.889,2,9,11,11,2,1,4,1,1.0,True
2018,1610612747,LAL,Los Angeles Lakers,21801086,2019-03-22,LAL vs. BKN,L,37,25,8,25,0.32,1,7,0.143,8,12,0.667,3,6,9,14,1,1,8,3,-0.4,True
2018,1610612747,LAL,Los Angeles Lakers,21801042,2019-03-17,LAL @ NYK,L,35,33,11,26,0.423,0,6,0.0,11,13,0.846,2,4,6,8,0,1,2,2,1.8,False
2018,1610612747,LAL,Los Angeles Lakers,21801023,2019-03-14,LAL @ TOR,L,32,29,12,23,0.522,1,5,0.2,4,7,0.571,0,4,4,6,1,0,4,2,0.0,False
2018,1610612747,LAL,Los Angeles Lakers,21801009,2019-03-12,LAL @ CHI,W,33,36,15,23,0.652,2,4,0.5,4,5,0.8,1,9,10,4,2,0,5,2,1.8,False
2018,1610612747,LAL,Los Angeles Lakers,21800989,2019-03-09,LAL vs. BOS,L,28,30,13,23,0.565,1,5,0.2,3,7,0.429,2,8,10,12,0,0,3,0,2.2,True
2018,1610612747,LAL,Los Angeles Lakers,21800974,2019-03-06,LAL vs. DEN,L,31,31,13,22,0.591,2,7,0.286,3,8,0.375,0,7,7,7,1,1,4,4,-1.6,True
2018,1610612747,LAL,Los Angeles Lakers,21800958,2019-03-04,LAL vs. LAC,L,42,27,9,18,0.5,1,6,0.167,8,12,0.667,0,8,8,6,1,1,2,3,-2.2,True
2018,1610612747,LAL,Los Angeles Lakers,21800942,2019-03-02,LAL @ PHX,L,41,27,10,21,0.476,4,9,0.444,3,7,0.429,0,9,9,16,0,0,3,2,-0.2,False
2018,1610612747,LAL,Los Angeles Lakers,21800934,2019-03-01,LAL vs. MIL,L,39,31,10,19,0.526,3,8,0.375,8,10,0.8,2,5,7,10,1,0,3,2,-0.8,True
2018,1610612747,LAL,Los Angeles Lakers,21800921,2019-02-27,LAL vs. NOP,W,37,33,13,24,0.542,4,9,0.444,3,8,0.375,1,5,6,10,2,1,2,2,0.4,True
2018,1610612747,LAL,Los Angeles Lakers,21800904,2019-02-25,LAL @ MEM,L,40,24,8,23,0.348,0,4,0.0,8,10,0.8,3,9,12,11,3,0,5,3,0.4,False
2018,1610612747,LAL,Los Angeles Lakers,21800887,2019-02-23,LAL @ NOP,L,39,27,11,17,0.647,3,6,0.5,2,6,0.333,0,7,7,12,4,1,4,0,-2.0,False
2018,1610612747,LAL,Los Angeles Lakers,21800872,2019-02-21,LAL vs. HOU,W,40,29,11,23,0.478,0,4,0.0,7,10,0.7,4,8,12,6,1,1,4,1,1.2,True
2018,1610612747,LAL,Los Angeles Lakers,21800848,2019-02-12,LAL @ ATL,L,43,28,8,20,0.4,3,10,0.3,9,11,0.818,2,9,11,16,3,1,2,3,0.0,False
2018,1610612747,LAL,Los Angeles Lakers,21800835,2019-02-10,LAL @ PHI,L,33,18,8,16,0.5,2,6,0.333,0,0,,0,10,10,9,0,0,4,3,0.0,False
2018,1610612747,LAL,Los Angeles Lakers,21800814,2019-02-07,LAL @ BOS,W,38,28,11,21,0.524,5,10,0.5,1,5,0.2,2,10,12,12,3,0,3,4,2.2,False
2018,1610612747,LAL,Los Angeles Lakers,21800798,2019-02-05,LAL @ IND,L,30,18,7,12,0.583,2,5,0.4,2,3,0.667,0,7,7,9,1,0,6,1,-3.4,False
2018,1610612747,LAL,Los Angeles Lakers,21800769,2019-01-31,LAL @ LAC,W,40,24,9,22,0.409,1,6,0.167,5,7,0.714,1,13,14,9,1,0,4,0,0.4,False
2018,1610612747,LAL,Los Angeles Lakers,21800500,2018-12-25,LAL @ GSW,W,21,17,6,11,0.545,0,2,0.0,5,8,0.625,2,11,13,5,1,0,2,1,1.0,False
2018,1610612747,LAL,Los Angeles Lakers,21800496,2018-12-23,LAL vs. MEM,L,36,22,8,14,0.571,2,5,0.4,4,4,1.0,1,13,14,7,1,1,4,0,-0.6,True
2018,1610612747,LAL,Los Angeles Lakers,21800478,2018-12-21,LAL vs. NOP,W,39,22,8,20,0.4,0,4,0.0,6,9,0.667,2,10,12,14,2,0,2,3,2.6,True
2018,1610612747,LAL,Los Angeles Lakers,21800453,2018-12-18,LAL @ BKN,L,41,36,13,23,0.565,2,7,0.286,8,13,0.615,1,12,13,8,1,1,5,1,0.8,False
2018,1610612747,LAL,Los Angeles Lakers,21800439,2018-12-16,LAL @ WAS,L,32,13,5,16,0.313,0,2,0.0,3,6,0.5,0,6,6,3,0,1,4,0,-4.2,False
2018,1610612747,LAL,Los Angeles Lakers,21800430,2018-12-15,LAL @ CHA,W,30,24,7,15,0.467,2,6,0.333,8,12,0.667,1,11,12,11,1,0,3,0,6.2,False
2018,1610612747,LAL,Los Angeles Lakers,21800416,2018-12-13,LAL @ HOU,L,36,29,12,18,0.667,3,6,0.5,2,6,0.333,0,5,5,4,2,0,3,1,-1.8,False
2018,1610612747,LAL,Los Angeles Lakers,21800401,2018-12-10,LAL vs. MIA,W,38,28,10,19,0.526,4,7,0.571,4,8,0.5,0,9,9,12,1,0,2,0,3.6,True
2018,1610612747,LAL,Los Angeles Lakers,21800384,2018-12-08,LAL @ MEM,W,32,20,9,18,0.5,0,3,0.0,2,3,0.667,1,7,8,9,2,0,5,2,4.2,False
2018,1610612747,LAL,Los Angeles Lakers,21800375,2018-12-07,LAL @ SAS,L,37,35,13,28,0.464,3,8,0.375,6,9,0.667,2,6,8,11,2,0,1,4,-3.8,False
2018,1610612747,LAL,Los Angeles Lakers,21800364,2018-12-05,LAL vs. SAS,W,40,42,15,24,0.625,3,7,0.429,9,13,0.692,0,5,5,6,2,0,2,1,3.8,True
2018,1610612747,LAL,Los Angeles Lakers,21800337,2018-12-02,LAL vs. PHX,W,31,22,9,17,0.529,1,5,0.2,3,4,0.75,0,6,6,8,0,1,5,0,2.4,True
2018,1610612747,LAL,Los Angeles Lakers,21800328,2018-11-30,LAL vs. DAL,W,31,28,12,21,0.571,2,4,0.5,2,4,0.5,2,3,5,4,0,1,4,3,2.0,True
2018,1610612747,LAL,Los Angeles Lakers,21800317,2018-11-29,LAL vs. IND,W,38,38,15,27,0.556,2,7,0.286,6,10,0.6,1,8,9,7,2,0,4,2,3.8,True
2018,1610612747,LAL,Los Angeles Lakers,21800304,2018-11-27,LAL @ DEN,L,30,14,5,15,0.333,0,4,0.0,4,6,0.667,0,7,7,2,2,2,4,0,-4.6,False
2018,1610612747,LAL,Los Angeles Lakers,21800286,2018-11-25,LAL vs. ORL,L,40,24,8,14,0.571,2,7,0.286,6,11,0.545,0,4,4,7,0,1,6,4,-2.8,True
2018,1610612747,LAL,Los Angeles Lakers,21800278,2018-11-23,LAL vs. UTA,W,35,22,8,17,0.471,2,5,0.4,4,6,0.667,1,9,10,7,2,1,5,1,2.6,True
2018,1610612747,LAL,Los Angeles Lakers,21800256,2018-11-21,LAL @ CLE,W,36,32,11,20,0.55,2,6,0.333,8,12,0.667,2,12,14,7,0,1,4,3,1.8,False
2018,1610612747,LAL,Los Angeles Lakers,21800235,2018-11-18,LAL @ MIA,W,38,51,19,31,0.613,6,8,0.75,7,10,0.7,1,7,8,3,2,1,2,3,4.0,False
2018,1610612747,LAL,Los Angeles Lakers,21800227,2018-11-17,LAL @ ORL,L,26,22,8,19,0.421,3,6,0.5,3,4,0.75,0,4,4,7,0,1,3,0,-2.2,False
2018,1610612747,LAL,Los Angeles Lakers,21800212,2018-11-14,LAL vs. POR,W,36,44,13,19,0.684,5,6,0.833,13,15,0.867,2,8,10,9,1,3,4,0,0.8,True
2018,1610612747,LAL,Los Angeles Lakers,21800189,2018-11-11,LAL vs. ATL,W,34,26,10,20,0.5,3,9,0.333,3,7,0.429,3,4,7,4,2,0,4,1,4.4,True
2018,1610612747,LAL,Los Angeles Lakers,21800183,2018-11-10,LAL @ SAC,W,31,25,10,18,0.556,3,6,0.5,2,3,0.667,1,6,7,2,1,0,3,2,0.4,False
2018,1610612747,LAL,Los Angeles Lakers,21800162,2018-11-07,LAL vs. MIN,W,39,24,10,21,0.476,3,9,0.333,1,2,0.5,1,10,11,9,0,2,3,1,0.6,True
2018,1610612747,LAL,Los Angeles Lakers,21800139,2018-11-04,LAL vs. TOR,L,28,18,6,12,0.5,2,3,0.667,4,7,0.571,0,2,2,6,0,1,3,3,-3.2,True
2018,1610612747,LAL,Los Angeles Lakers,21800132,2018-11-03,LAL @ POR,W,31,28,9,20,0.45,1,5,0.2,9,11,0.818,0,5,5,7,0,2,3,1,-4.4,False
2018,1610612747,LAL,Los Angeles Lakers,21800109,2018-10-31,LAL vs. DAL,W,39,29,11,19,0.579,2,3,0.667,5,7,0.714,0,5,5,6,3,0,3,3,1.0,True
2018,1610612747,LAL,Los Angeles Lakers,21800093,2018-10-29,LAL @ MIN,L,36,29,11,23,0.478,3,6,0.5,4,5,0.8,3,7,10,8,2,2,5,2,-1.2,False
2018,1610612747,LAL,Los Angeles Lakers,21800082,2018-10-27,LAL @ SAS,L,34,35,13,21,0.619,2,6,0.333,7,8,0.875,1,10,11,4,2,0,4,3,-0.2,False
2018,1610612747,LAL,Los Angeles Lakers,21800066,2018-10-25,LAL vs. DEN,W,35,28,10,17,0.588,1,5,0.2,7,10,0.7,0,11,11,11,3,0,2,3,2.6,True
2018,1610612747,LAL,Los Angeles Lakers,21800060,2018-10-24,LAL @ PHX,W,28,19,7,16,0.438,1,5,0.2,4,4,1.0,0,7,7,10,3,0,0,1,3.8,False
2018,1610612747,LAL,Los Angeles Lakers,21800048,2018-10-22,LAL vs. SAS,L,43,32,11,25,0.44,2,8,0.25,8,11,0.727,2,6,8,14,1,1,5,2,-1.0,True
2018,1610612747,LAL,Los Angeles Lakers,21800035,2018-10-20,LAL vs. HOU,L,39,24,9,22,0.409,1,7,0.143,5,7,0.714,0,5,5,5,2,1,1,0,-2.6,True
2018,1610612747,LAL,Los Angeles Lakers,21800016,2018-10-18,LAL @ POR,L,37,26,9,16,0.563,0,4,0.0,8,9,0.889,2,10,12,6,1,0,6,3,-0.8,False
2017,1610612739,CLE,Cleveland Cavaliers,21701220,2018-04-11,CLE vs. NYK,L,11,10,4,9,0.444,0,2,0.0,2,3,0.667,1,4,5,2,1,0,3,0,1.0,True
2017,1610612739,CLE,Cleveland Cavaliers,21701207,2018-04-09,CLE @ NYK,W,39,26,7,16,0.438,3,6,0.5,9,10,0.9,0,6,6,11,1,0,4,2,3.2,False
2017,1610612739,CLE,Cleveland Cavaliers,21701183,2018-04-06,CLE @ PHI,L,40,44,17,29,0.586,4,8,0.5,6,11,0.545,1,10,11,11,2,1,8,0,1.4,False
2017,1610612739,CLE,Cleveland Cavaliers,21701176,2018-04-05,CLE vs. WAS,W,39,33,12,20,0.6,2,7,0.286,7,10,0.7,2,7,9,14,0,0,6,2,2.6,True
2017,1610612739,CLE,Cleveland Cavaliers,21701156,2018-04-03,CLE vs. TOR,W,37,27,8,14,0.571,3,6,0.5,8,11,0.727,0,10,10,6,0,0,5,2,2.4,True
2017,1610612739,CLE,Cleveland Cavaliers,21701149,2018-04-01,CLE vs. DAL,W,39,16,5,21,0.238,2,3,0.667,4,4,1.0,3,10,13,12,0,0,2,1,1.4,True
2017,1610612739,CLE,Cleveland Cavaliers,21701131,2018-03-30,CLE vs. NOP,W,42,27,12,24,0.5,0,4,0.0,3,3,1.0,1,8,9,11,1,0,1,0,3.2,True
2017,1610612739,CLE,Cleveland Cavaliers,21701116,2018-03-28,CLE @ CHA,W,37,41,14,26,0.538,4,8,0.5,9,11,0.818,2,8,10,8,1,0,4,1,4.2,False
2017,1610612739,CLE,Cleveland Cavaliers,21701110,2018-03-27,CLE @ MIA,L,38,18,7,18,0.389,0,4,0.0,4,5,0.8,1,5,6,7,0,0,6,1,-3.8,False
2017,1610612739,CLE,Cleveland Cavaliers,21701094,2018-03-25,CLE @ BKN,W,38,37,14,19,0.737,1,4,0.25,8,10,0.8,2,8,10,8,1,0,2,3,2.2,False
2017,1610612739,CLE,Cleveland Cavaliers,21701080,2018-03-23,CLE vs. PHX,W,29,27,11,16,0.688,1,4,0.25,4,6,0.667,0,6,6,9,1,1,4,3,2.2,True
2017,1610612739,CLE,Cleveland Cavaliers,21701065,2018-03-21,CLE vs. TOR,W,39,35,11,19,0.579,1,3,0.333,12,14,0.857,1,6,7,17,1,0,0,2,2.4,True
2017,1610612739,CLE,Cleveland Cavaliers,21701050,2018-03-19,CLE vs. MIL,W,40,40,16,29,0.552,3,7,0.429,5,8,0.625,5,7,12,10,2,1,6,2,0.8,True
2017,1610612739,CLE,Cleveland Cavaliers,21701039,2018-03-17,CLE @ CHI,W,40,33,15,26,0.577,2,8,0.25,1,4,0.25,1,12,13,12,1,2,6,3,-0.8,False
2017,1610612739,CLE,Cleveland Cavaliers,21701028,2018-03-15,CLE @ POR,L,41,35,15,25,0.6,1,4,0.25,4,9,0.444,0,14,14,6,2,3,6,4,-0.6,False
2017,1610612739,CLE,Cleveland Cavaliers,21701014,2018-03-13,CLE @ PHX,W,33,28,7,14,0.5,1,2,0.5,13,15,0.867,0,12,12,11,3,2,5,2,4.6,False
2017,1610612739,CLE,Cleveland Cavaliers,21701000,2018-03-11,CLE @ LAL,L,31,24,9,20,0.45,2,8,0.25,4,5,0.8,2,8,10,7,1,1,2,0,-2.6,False
2017,1610612739,CLE,Cleveland Cavaliers,21700986,2018-03-09,CLE @ LAC,L,39,25,11,20,0.55,3,7,0.429,0,2,0.0,0,10,10,6,2,3,5,2,-3.2,False
2017,1610612739,CLE,Cleveland Cavaliers,21700970,2018-03-07,CLE @ DEN,W,39,39,15,25,0.6,5,8,0.625,4,8,0.5,1,7,8,10,1,0,3,2,1.6,False
2017,1610612739,CLE,Cleveland Cavaliers,21700950,2018-03-05,CLE vs. DET,W,29,31,11,17,0.647,5,7,0.714,4,6,0.667,2,5,7,7,1,0,3,2,2.8,True
2017,1610612739,CLE,Cleveland Cavaliers,21700937,2018-03-03,CLE vs. DEN,L,42,25,8,19,0.421,1,4,0.25,8,11,0.727,1,9,10,15,2,0,3,2,-1.2,True
2017,1610612739,CLE,Cleveland Cavaliers,21700923,2018-03-01,CLE vs. PHI,L,39,30,12,24,0.5,2,6,0.333,4,6,0.667,1,8,9,8,1,0,3,2,-1.6,True
2017,1610612739,CLE,Cleveland Cavaliers,21700908,2018-02-27,CLE vs. BKN,W,39,31,13,25,0.52,2,4,0.5,3,3,1.0,4,8,12,11,1,0,1,1,0.4,True
2017,1610612739,CLE,Cleveland Cavaliers,21700894,2018-02-25,CLE vs. SAS,L,40,33,14,25,0.56,2,5,0.4,3,4,0.75,2,11,13,9,1,0,6,3,-1.6,True
2017,1610612739,CLE,Cleveland Cavaliers,21700878,2018-02-23,CLE @ MEM,W,37,18,7,16,0.438,0,2,0.0,4,4,1.0,0,14,14,11,1,0,3,0,3.6,False
2017,1610612739,CLE,Cleveland Cavaliers,21700869,2018-02-22,CLE vs. WAS,L,37,32,13,18,0.722,1,4,0.25,5,9,0.556,1,8,9,8,2,0,4,2,-2.0,True
2017,1610612739,CLE,Cleveland Cavaliers,21700850,2018-02-13,CLE @ OKC,W,40,37,14,23,0.609,3,7,0.429,6,10,0.6,0,8,8,8,0,1,5,1,-0.2,False
2017,1610612739,CLE,Cleveland Cavaliers,21700835,2018-02-11,CLE @ BOS,W,28,24,9,20,0.45,2,5,0.4,4,7,0.571,0,8,8,10,1,1,2,1,4.6,False
2017,1610612739,CLE,Cleveland Cavaliers,21700819,2018-02-09,CLE @ ATL,W,41,22,8,20,0.4,0,3,0.0,6,7,0.857,2,10,12,19,0,0,3,2,2.4,False
2017,1610612739,CLE,Cleveland Cavaliers,21700807,2018-02-07,CLE vs. MIN,W,48,37,16,22,0.727,5,7,0.714,0,2,0.0,1,9,10,15,1,1,5,3,-0.2,True
2017,1610612739,CLE,Cleveland Cavaliers,21700797,2018-02-06,CLE @ ORL,L,33,25,10,17,0.588,2,4,0.5,3,4,0.75,1,9,10,5,1,0,6,4,-2.8,False
2017,1610612739,CLE,Cleveland Cavaliers,21700779,2018-02-03,CLE vs. HOU,L,31,11,3,10,0.3,1,2,0.5,4,4,1.0,1,8,9,9,2,1,2,0,-3.4,True
2017,1610612739,CLE,Cleveland Cavaliers,21700757,2018-01-31,CLE vs. MIA,W,38,24,8,21,0.381,1,6,0.167,7,11,0.636,2,9,11,5,1,0,7,1,0.6,True
2017,1610612739,CLE,Cleveland Cavaliers,21700747,2018-01-30,CLE @ DET,L,38,21,9,20,0.45,2,7,0.286,1,2,0.5,0,6,6,7,0,1,4,2,-2.6,False
2017,1610612739,CLE,Cleveland Cavaliers,21700734,2018-01-28,CLE vs. DET,W,38,25,8,15,0.533,1,4,0.25,8,9,0.889,1,7,8,14,1,0,3,0,3.6,True
2017,1610612739,CLE,Cleveland Cavaliers,21700715,2018-01-26,CLE vs. IND,W,40,26,11,17,0.647,0,2,0.0,4,5,0.8,0,10,10,11,4,1,11,0,2.4,True
2017,1610612739,CLE,Cleveland Cavaliers,21700698,2018-01-23,CLE @ SAS,L,38,28,10,23,0.435,2,6,0.333,6,10,0.6,2,7,9,7,0,1,5,0,-2.0,False
2017,1610612739,CLE,Cleveland Cavaliers,21700674,2018-01-20,CLE vs. OKC,L,38,18,8,17,0.471,0,4,0.0,2,4,0.5,0,3,3,7,0,1,2,2,-6.6,True
2017,1610612739,CLE,Cleveland Cavaliers,21700664,2018-01-18,CLE vs. ORL,W,35,16,7,16,0.438,0,4,0.0,2,8,0.25,1,4,5,6,1,0,6,1,-0.8,True
2017,1610612739,CLE,Cleveland Cavaliers,21700646,2018-01-15,CLE vs. GSW,L,36,32,12,18,0.667,0,2,0.0,8,13,0.615,2,6,8,6,3,4,8,3,-2.8,True
2017,1610612739,CLE,Cleveland Cavaliers,21700619,2018-01-12,CLE @ IND,L,40,27,11,25,0.44,2,9,0.222,3,4,0.75,2,6,8,11,3,1,5,2,-1.2,False
2017,1610612739,CLE,Cleveland Cavaliers,21700615,2018-01-11,CLE @ TOR,L,32,26,9,16,0.563,0,1,0.0,8,10,0.8,0,3,3,1,1,2,2,1,-4.4,False
2017,1610612739,CLE,Cleveland Cavaliers,21700594,2018-01-08,CLE @ MIN,L,27,10,4,8,0.5,1,3,0.333,1,3,0.333,1,7,8,5,0,2,3,2,-7.8,False
2017,1610612739,CLE,Cleveland Cavaliers,21700582,2018-01-06,CLE @ ORL,W,37,33,12,23,0.522,4,7,0.571,5,7,0.714,3,7,10,9,6,1,3,1,3.0,False
2017,1610612739,CLE,Cleveland Cavaliers,21700559,2018-01-03,CLE @ BOS,L,33,19,8,15,0.533,0,2,0.0,3,3,1.0,0,7,7,6,1,1,4,1,-1.2,False
2017,1610612739,CLE,Cleveland Cavaliers,21700549,2018-01-02,CLE vs. POR,W,34,24,10,17,0.588,0,2,0.0,4,4,1.0,1,5,6,8,4,1,3,2,0.0,True
2017,1610612739,CLE,Cleveland Cavaliers,21700534,2017-12-30,CLE @ UTA,L,37,29,12,22,0.545,1,7,0.143,4,5,0.8,1,7,8,6,2,1,6,1,-1.0,False
2017,1610612739,CLE,Cleveland Cavaliers,21700513,2017-12-27,CLE @ SAC,L,38,16,6,17,0.353,0,2,0.0,4,5,0.8,2,8,10,14,5,0,4,2,-2.2,False
2017,1610612739,CLE,Cleveland Cavaliers,21700494,2017-12-25,CLE @ GSW,L,40,20,7,18,0.389,2,7,0.286,4,7,0.571,1,5,6,6,0,0,7,2,-0.2,False
