SEASON,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,HOME
2019,1610612742,DAL,Dallas Mavericks,21901271,2020-08-06,DAL vs. LAC,L,35,29,10,21,0.476,6,13,0.462,3,6,0.5,0,3,3,6,0,0,4,2,-4.2,True
2019,1610612742,DAL,Dallas Mavericks,21901257,2020-08-04,DAL @ SAC,W,44,34,12,24,0.5,2,6,0.333,8,11,0.727,4,16,20,12,0,2,6,3,0.6,False
2019,1610612742,DAL,Dallas Mavericks,21901249,2020-08-02,DAL @ PHX,L,38,40,11,20,0.55,0,3,0.0,18,19,0.947,0,8,8,11,0,0,6,4,0.6,False
2019,1610612742,DAL,Dallas Mavericks,21901238,2020-07-31,DAL vs. HOU,L,42,28,11,27,0.407,1,9,0.111,5,9,0.556,2,11,13,10,1,1,8,6,0.0,True
2019,1610612742,DAL,Dallas Mavericks,21900973,2020-03-11,DAL vs. DEN,W,40,28,10,22,0.455,2,8,0.25,6,11,0.545,1,5,6,9,2,0,2,2,0.6,True
2019,1610612742,DAL,Dallas Mavericks,21900965,2020-03-10,DAL @ SAS,L,36,38,13,26,0.5,6,13,0.462,6,7,0.857,1,6,7,8,2,0,5,3,-1.8,False
2019,1610612742,DAL,Dallas Mavericks,21900952,2020-03-08,DAL vs. IND,L,36,36,13,26,0.5,4,13,0.308,6,10,0.6,1,9,10,8,2,0,3,3,0.4,True
2019,1610612742,DAL,Dallas Mavericks,21900937,2020-03-06,DAL vs. MEM,W,30,21,7,20,0.35,2,8,0.25,5,8,0.625,0,4,4,6,2,0,1,1,-1.2,True
2019,1610612742,DAL,Dallas Mavericks,21900923,2020-03-04,DAL vs. NOP,W,41,30,9,20,0.45,4,11,0.364,8,13,0.615,1,16,17,10,1,1,7,2,-1.0,True
2019,1610612742,DAL,Dallas Mavericks,21900907,2020-03-02,DAL @ CHI,L,38,23,8,20,0.4,1,8,0.125,6,9,0.667,0,5,5,9,1,0,4,3,2.0,False
2019,1610612742,DAL,Dallas Mavericks,21900880,2020-02-28,DAL @ MIA,L,38,23,7,17,0.412,0,6,0.0,9,9,1.0,0,4,4,10,0,0,6,4,1.2,False
2019,1610612742,DAL,Dallas Mavericks,21900869,2020-02-26,DAL @ SAS,W,37,26,10,25,0.4,3,11,0.273,3,4,0.75,1,9,10,14,1,0,7,5,2.8,False
2019,1610612742,DAL,Dallas Mavericks,21900854,2020-02-24,DAL vs. MIN,W,25,20,7,16,0.438,1,6,0.167,5,8,0.625,2,7,9,7,2,1,3,3,0.2,True
2019,1610612742,DAL,Dallas Mavericks,21900826,2020-02-21,DAL @ ORL,W,34,33,10,21,0.476,4,8,0.5,9,12,0.75,0,10,10,8,1,1,6,0,2.6,False
2019,1610612742,DAL,Dallas Mavericks,21900814,2020-02-12,DAL vs. SAC,W,31,33,10,18,0.556,3,7,0.429,10,12,0.833,1,11,12,8,0,0,4,3,6.0,True
2019,1610612742,DAL,Dallas Mavericks,21900706,2020-01-28,DAL vs. PHX,L,25,21,7,15,0.467,1,4,0.25,6,7,0.857,1,5,6,2,1,0,4,2,-5.2,True
2019,1610612742,DAL,Dallas Mavericks,21900697,2020-01-27,DAL @ OKC,W,33,29,10,24,0.417,5,12,0.417,4,7,0.571,2,9,11,5,0,0,0,2,0.0,False
2019,1610612742,DAL,Dallas Mavericks,21900680,2020-01-25,DAL @ UTA,L,36,25,11,25,0.44,2,10,0.2,1,5,0.2,0,6,6,7,2,0,4,2,0.0,False
2019,1610612742,DAL,Dallas Mavericks,21900668,2020-01-23,DAL @ POR,W,35,27,11,25,0.44,2,11,0.182,3,6,0.5,1,5,6,9,2,0,3,4,0.2,False
2019,1610612742,DAL,Dallas Mavericks,21900653,2020-01-21,DAL vs. LAC,L,35,36,12,26,0.462,3,12,0.25,9,14,0.643,2,8,10,9,0,2,4,3,-1.2,True
2019,1610612742,DAL,Dallas Mavericks,21900625,2020-01-17,DAL vs. POR,W,34,35,11,23,0.478,8,12,0.667,5,8,0.625,2,6,8,7,1,0,3,2,1.2,True
2019,1610612742,DAL,Dallas Mavericks,21900612,2020-01-15,DAL @ SAC,W,34,25,8,18,0.444,0,5,0.0,9,10,0.9,0,15,15,17,0,0,6,3,1.8,False
2019,1610612742,DAL,Dallas Mavericks,21900602,2020-01-14,DAL @ GSW,W,27,20,8,19,0.421,2,9,0.222,2,8,0.25,1,7,8,2,1,0,3,3,2.6,False
2019,1610612742,DAL,Dallas Mavericks,21900581,2020-01-11,DAL vs. PHI,W,33,19,4,15,0.267,1,3,0.333,10,12,0.833,1,7,8,12,0,0,5,3,3.6,True
2019,1610612742,DAL,Dallas Mavericks,21900572,2020-01-10,DAL vs. LAL,L,32,25,8,19,0.421,1,5,0.2,8,13,0.615,2,8,10,7,0,0,6,3,-2.6,True
2019,1610612742,DAL,Dallas Mavericks,21900559,2020-01-08,DAL vs. DEN,L,37,27,11,24,0.458,1,7,0.143,4,6,0.667,2,7,9,10,0,0,6,2,1.4,True
2019,1610612742,DAL,Dallas Mavericks,21900545,2020-01-06,DAL vs. CHI,W,34,38,14,24,0.583,5,10,0.5,5,9,0.556,1,10,11,10,0,1,3,2,1.6,True
2019,1610612742,DAL,Dallas Mavericks,21900530,2020-01-04,DAL vs. CHA,L,43,39,14,32,0.438,5,15,0.333,6,6,1.0,2,10,12,10,2,0,5,4,-1.0,True
2019,1610612742,DAL,Dallas Mavericks,21900513,2020-01-02,DAL vs. BKN,W,34,31,9,18,0.5,5,8,0.625,8,9,0.889,4,9,13,7,0,1,4,4,3.2,True
2019,1610612742,DAL,Dallas Mavericks,21900503,2019-12-31,DAL @ OKC,L,40,35,12,29,0.414,3,16,0.188,8,12,0.667,2,8,10,7,1,0,2,3,0.2,False
2019,1610612742,DAL,Dallas Mavericks,21900490,2019-12-29,DAL @ LAL,L,30,19,5,14,0.357,0,6,0.0,9,9,1.0,1,3,4,7,2,0,6,3,-2.6,False
2019,1610612742,DAL,Dallas Mavericks,21900482,2019-12-28,DAL @ GSW,W,30,31,8,16,0.5,5,8,0.625,10,10,1.0,2,10,12,15,2,0,3,0,4.0,False
2019,1610612742,DAL,Dallas Mavericks,21900463,2019-12-26,DAL vs. SAS,W,33,24,9,23,0.391,1,6,0.167,5,8,0.625,3,7,10,8,1,0,3,3,0.6,True
2019,1610612742,DAL,Dallas Mavericks,21900384,2019-12-14,DAL vs. MIA,L,2,2,0,1,0.0,0,1,0.0,2,2,1.0,0,1,1,0,0,0,1,0,-0.8,True
2019,1610612742,DAL,Dallas Mavericks,21900369,2019-12-12,DAL @ DET,W,34,41,14,24,0.583,6,13,0.462,7,12,0.583,1,11,12,11,0,0,3,2,5.8,False
2019,1610612742,DAL,Dallas Mavericks,21900340,2019-12-08,DAL vs. SAC,L,35,27,10,24,0.417,3,12,0.25,4,5,0.8,0,7,7,8,0,0,6,2,0.8,True
2019,1610612742,DAL,Dallas Mavericks,21900330,2019-12-07,DAL vs. NOP,W,26,26,8,15,0.533,2,8,0.25,8,10,0.8,0,6,6,9,1,0,2,2,5.6,True
2019,1610612742,DAL,Dallas Mavericks,21900313,2019-12-04,DAL vs. MIN,W,32,22,8,22,0.364,1,8,0.125,5,8,0.625,0,7,7,6,0,0,5,2,-3.2,True
2019,1610612742,DAL,Dallas Mavericks,21900302,2019-12-03,DAL @ NOP,W,28,33,9,18,0.5,5,12,0.417,10,13,0.769,2,16,18,5,0,0,4,0,3.2,False
2019,1610612742,DAL,Dallas Mavericks,21900287,2019-12-01,DAL @ LAL,W,33,27,10,23,0.435,4,10,0.4,3,3,1.0,2,7,9,10,3,0,7,1,1.0,False
2019,1610612742,DAL,Dallas Mavericks,21900277,2019-11-29,DAL @ PHX,W,38,42,12,24,0.5,3,11,0.273,15,18,0.833,2,7,9,11,1,0,2,4,0.6,False
2019,1610612742,DAL,Dallas Mavericks,21900251,2019-11-26,DAL vs. LAC,L,35,22,4,14,0.286,0,8,0.0,14,16,0.875,2,6,8,6,3,0,7,4,-1.4,True
2019,1610612742,DAL,Dallas Mavericks,21900235,2019-11-24,DAL @ HOU,W,34,41,15,30,0.5,5,14,0.357,6,8,0.75,0,6,6,10,2,1,5,3,4.2,False
2019,1610612742,DAL,Dallas Mavericks,21900221,2019-11-22,DAL vs. CLE,W,28,30,11,18,0.611,4,8,0.5,4,4,1.0,0,7,7,14,0,0,2,2,4.2,True
2019,1610612742,DAL,Dallas Mavericks,21900208,2019-11-20,DAL vs. GSW,W,26,35,11,18,0.611,6,10,0.6,7,8,0.875,1,9,10,11,4,0,5,3,9.0,True
2019,1610612742,DAL,Dallas Mavericks,21900194,2019-11-18,DAL vs. SAS,W,35,42,14,27,0.519,5,13,0.385,9,13,0.692,2,9,11,12,0,0,5,5,2.2,True
2019,1610612742,DAL,Dallas Mavericks,21900180,2019-11-16,DAL vs. TOR,W,36,26,5,14,0.357,1,5,0.2,15,19,0.789,3,12,15,7,2,0,7,1,2.8,True
2019,1610612742,DAL,Dallas Mavericks,21900162,2019-11-14,DAL @ NYK,L,36,33,10,23,0.435,3,12,0.25,10,13,0.769,1,9,10,11,3,1,3,1,-0.6,False
2019,1610612742,DAL,Dallas Mavericks,21900141,2019-11-11,DAL @ BOS,L,34,34,11,21,0.524,3,10,0.3,9,10,0.9,0,6,6,9,0,0,1,2,-3.4,False
2019,1610612742,DAL,Dallas Mavericks,21900130,2019-11-09,DAL @ MEM,W,29,24,9,16,0.563,2,6,0.333,4,5,0.8,3,11,14,8,2,0,2,0,0.2,False
