,SEASON,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,HOME
580,2013,1610612741,CHI,Chicago Bulls,21300151,2013-11-18,CHI vs. CHA,W,22,14,4,6,0.667,2,2,1.0,4,5,0.8,1,4,5,0,2,0,0,0,1.6,True
581,2013,1610612741,CHI,Chicago Bulls,21300140,2013-11-16,CHI vs. IND,W,25,10,2,3,0.667,1,1,1.0,5,6,0.833,0,2,2,1,1,1,1,1,3.8,True
582,2013,1610612741,CHI,Chicago Bulls,21300126,2013-11-15,CHI @ TOR,W,34,14,3,7,0.429,2,3,0.667,6,6,1.0,2,5,7,2,1,1,1,2,2.6,False
583,2013,1610612741,CHI,Chicago Bulls,21300102,2013-11-11,CHI vs. CLE,W,24,11,4,13,0.308,1,4,0.25,2,2,1.0,1,1,2,0,1,0,1,0,0.6,True
584,2013,1610612741,CHI,Chicago Bulls,21300079,2013-11-08,CHI vs. UTA,W,27,5,2,5,0.4,1,4,0.25,0,0,,0,4,4,3,2,0,1,1,3.4,True
585,2013,1610612741,CHI,Chicago Bulls,21300061,2013-11-06,CHI @ IND,L,26,7,2,6,0.333,1,3,0.333,2,2,1.0,3,1,4,1,1,1,3,1,-3.4,False
586,2013,1610612741,CHI,Chicago Bulls,21300034,2013-11-02,CHI @ PHI,L,39,9,4,6,0.667,0,1,0.0,1,2,0.5,1,5,6,4,1,2,2,0,-0.4,False
587,2013,1610612741,CHI,Chicago Bulls,21300018,2013-10-31,CHI vs. NYK,W,41,11,3,11,0.273,0,4,0.0,5,6,0.833,3,7,10,1,3,1,1,0,-0.8,True
588,2013,1610612741,CHI,Chicago Bulls,21300002,2013-10-29,CHI @ MIA,L,30,20,6,12,0.5,2,4,0.5,6,7,0.857,0,3,3,3,5,1,2,4,2.0,False
606,2012,1610612741,CHI,Chicago Bulls,21201222,2013-04-17,CHI vs. WAS,W,43,13,4,8,0.5,1,1,1.0,4,6,0.667,2,4,6,3,2,1,3,0,0.4,True
607,2012,1610612741,CHI,Chicago Bulls,21201203,2013-04-15,CHI @ ORL,W,38,8,2,7,0.286,1,1,1.0,3,4,0.75,2,8,10,5,1,0,1,4,3.0,False
608,2012,1610612741,CHI,Chicago Bulls,21201194,2013-04-14,CHI @ MIA,L,35,13,2,7,0.286,1,3,0.333,8,9,0.889,1,4,5,1,1,0,0,5,-2.6,False
609,2012,1610612741,CHI,Chicago Bulls,21201176,2013-04-12,CHI @ TOR,L,37,7,2,6,0.333,1,2,0.5,2,2,1.0,0,3,3,4,1,0,1,0,-1.0,False
610,2012,1610612741,CHI,Chicago Bulls,21201174,2013-04-11,CHI vs. NYK,W,50,22,9,15,0.6,2,3,0.667,2,5,0.4,7,7,14,2,3,3,0,4,0.2,True
611,2012,1610612741,CHI,Chicago Bulls,21201158,2013-04-09,CHI vs. TOR,L,48,28,10,12,0.833,3,3,1.0,5,6,0.833,2,5,7,2,2,0,2,3,-0.6,True
612,2012,1610612741,CHI,Chicago Bulls,21201150,2013-04-07,CHI @ DET,L,45,14,5,8,0.625,2,2,1.0,2,4,0.5,2,2,4,2,1,1,1,0,-2.8,False
613,2012,1610612741,CHI,Chicago Bulls,21201131,2013-04-05,CHI vs. ORL,W,43,12,5,13,0.385,0,2,0.0,2,2,1.0,2,1,3,1,2,0,0,0,-0.8,True
614,2012,1610612741,CHI,Chicago Bulls,21201123,2013-04-04,CHI @ BKN,W,43,16,7,15,0.467,1,2,0.5,1,2,0.5,2,8,10,3,2,1,5,2,1.4,False
615,2012,1610612741,CHI,Chicago Bulls,21201108,2013-04-02,CHI @ WAS,L,42,13,4,13,0.308,2,6,0.333,3,6,0.5,2,2,4,4,2,1,1,2,-0.8,False
616,2012,1610612741,CHI,Chicago Bulls,21201097,2013-03-31,CHI vs. DET,W,39,16,4,7,0.571,1,2,0.5,7,9,0.778,1,3,4,1,5,1,1,4,-0.6,True
617,2012,1610612741,CHI,Chicago Bulls,21201085,2013-03-30,CHI @ DAL,L,44,4,1,8,0.125,0,3,0.0,2,4,0.5,3,3,6,5,0,1,2,1,-1.4,False
618,2012,1610612741,CHI,Chicago Bulls,21201062,2013-03-27,CHI vs. MIA,W,43,17,6,10,0.6,2,4,0.5,3,5,0.6,1,3,4,4,2,0,5,3,1.2,True
619,2012,1610612741,CHI,Chicago Bulls,21201044,2013-03-24,CHI @ MIN,W,44,20,5,11,0.455,2,2,1.0,8,9,0.889,3,6,9,2,3,1,0,2,1.4,False
620,2012,1610612741,CHI,Chicago Bulls,21201035,2013-03-23,CHI vs. IND,W,20,3,1,4,0.25,1,1,1.0,0,0,,2,3,5,1,0,1,1,1,0.4,True
621,2012,1610612741,CHI,Chicago Bulls,21201019,2013-03-21,CHI vs. POR,L,27,12,4,7,0.571,1,2,0.5,3,5,0.6,1,3,4,2,1,1,0,2,0.0,True
622,2012,1610612741,CHI,Chicago Bulls,21200999,2013-03-18,CHI vs. DEN,L,32,15,4,7,0.571,1,2,0.5,6,8,0.75,4,3,7,4,1,3,0,2,0.0,True
623,2012,1610612741,CHI,Chicago Bulls,21200978,2013-03-15,CHI @ GSW,W,31,9,3,7,0.429,0,0,,3,3,1.0,1,1,2,1,0,0,1,0,-0.4,False
624,2012,1610612741,CHI,Chicago Bulls,21200963,2013-03-13,CHI @ SAC,L,23,6,2,10,0.2,0,3,0.0,2,2,1.0,2,0,2,1,0,0,0,0,-2.4,False
625,2012,1610612741,CHI,Chicago Bulls,21200935,2013-03-10,CHI @ LAL,L,24,5,2,8,0.25,1,3,0.333,0,0,,1,4,5,1,0,0,0,0,0.4,False
626,2012,1610612741,CHI,Chicago Bulls,21200922,2013-03-08,CHI vs. UTA,W,22,1,0,2,0.0,0,1,0.0,1,2,0.5,0,3,3,2,1,0,0,1,-0.6,True
627,2012,1610612741,CHI,Chicago Bulls,21200909,2013-03-06,CHI @ SAS,L,26,5,1,4,0.25,1,2,0.5,2,2,1.0,2,1,3,2,3,0,0,1,-1.0,False
628,2012,1610612741,CHI,Chicago Bulls,21200887,2013-03-03,CHI @ IND,L,31,20,6,11,0.545,3,5,0.6,5,6,0.833,3,1,4,1,2,0,1,2,0.8,False
629,2012,1610612741,CHI,Chicago Bulls,21200877,2013-03-02,CHI vs. BKN,W,23,13,4,7,0.571,0,1,0.0,5,5,1.0,0,2,2,2,1,0,0,0,3.6,True
630,2012,1610612741,CHI,Chicago Bulls,21200862,2013-02-28,CHI vs. PHI,W,21,5,2,5,0.4,0,1,0.0,1,2,0.5,1,2,3,1,1,0,1,0,-0.2,True
631,2012,1610612741,CHI,Chicago Bulls,21200846,2013-02-26,CHI vs. CLE,L,26,6,1,3,0.333,1,1,1.0,3,3,1.0,3,0,3,3,1,1,0,1,0.0,True
632,2012,1610612741,CHI,Chicago Bulls,21200838,2013-02-24,CHI @ OKC,L,18,2,1,3,0.333,0,1,0.0,0,0,,0,2,2,1,1,0,2,3,-2.2,False
633,2012,1610612741,CHI,Chicago Bulls,21200813,2013-02-22,CHI @ CHA,W,23,12,4,5,0.8,0,0,,4,4,1.0,3,1,4,4,2,0,0,1,3.4,False
634,2012,1610612741,CHI,Chicago Bulls,21200809,2013-02-21,CHI vs. MIA,L,21,0,0,3,0.0,0,0,,0,0,,2,1,3,0,0,1,1,0,-3.0,True
635,2012,1610612741,CHI,Chicago Bulls,21200793,2013-02-19,CHI @ NOH,W,24,9,4,8,0.5,1,2,0.5,0,2,0.0,2,1,3,1,0,1,1,1,0.6,False
636,2012,1610612741,CHI,Chicago Bulls,21200778,2013-02-13,CHI @ BOS,L,26,11,4,11,0.364,0,2,0.0,3,4,0.75,4,2,6,0,1,1,4,1,-0.8,False
637,2012,1610612741,CHI,Chicago Bulls,21200766,2013-02-11,CHI vs. SAS,L,21,9,2,5,0.4,0,1,0.0,5,6,0.833,1,1,2,0,0,0,2,1,-2.4,True
638,2012,1610612741,CHI,Chicago Bulls,21200746,2013-02-08,CHI @ UTA,W,13,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,1.2,False
639,2012,1610612741,CHI,Chicago Bulls,21200734,2013-02-07,CHI @ DEN,L,32,9,2,6,0.333,2,4,0.5,3,3,1.0,1,1,2,3,1,1,1,3,-2.4,False
640,2012,1610612741,CHI,Chicago Bulls,21200413,2013-02-04,CHI @ IND,L,29,10,3,8,0.375,0,1,0.0,4,4,1.0,1,2,3,0,3,0,0,1,1.2,False
641,2012,1610612741,CHI,Chicago Bulls,21200696,2013-02-02,CHI @ ATL,W,46,16,6,16,0.375,1,3,0.333,3,3,1.0,3,7,10,2,3,0,3,2,2.6,False
642,2012,1610612741,CHI,Chicago Bulls,21200687,2013-02-01,CHI @ BKN,L,40,12,5,10,0.5,0,2,0.0,2,2,1.0,4,2,6,3,2,0,1,2,1.0,False
643,2012,1610612741,CHI,Chicago Bulls,21200676,2013-01-30,CHI @ MIL,W,27,18,8,12,0.667,1,2,0.5,1,2,0.5,2,4,6,0,2,0,0,3,3.8,False
644,2012,1610612741,CHI,Chicago Bulls,21200663,2013-01-28,CHI vs. CHA,W,31,19,7,10,0.7,0,1,0.0,5,7,0.714,3,3,6,2,0,1,1,2,2.4,True
645,2012,1610612741,CHI,Chicago Bulls,21200644,2013-01-26,CHI @ WAS,L,45,9,3,7,0.429,1,2,0.5,2,2,1.0,0,6,6,0,1,0,0,0,-1.6,False
646,2012,1610612741,CHI,Chicago Bulls,21200636,2013-01-25,CHI vs. GSW,W,44,16,6,10,0.6,0,1,0.0,4,4,1.0,4,8,12,2,0,1,2,1,3.6,True
647,2012,1610612741,CHI,Chicago Bulls,21200620,2013-01-23,CHI vs. DET,W,46,18,6,14,0.429,1,4,0.25,5,6,0.833,5,4,9,4,1,1,1,0,1.0,True
648,2012,1610612741,CHI,Chicago Bulls,21200612,2013-01-21,CHI vs. LAL,W,43,10,4,10,0.4,0,1,0.0,2,2,1.0,3,5,8,4,1,0,0,2,3.4,True
649,2012,1610612741,CHI,Chicago Bulls,21200595,2013-01-19,CHI vs. MEM,L,48,18,5,13,0.385,0,1,0.0,8,8,1.0,4,4,8,3,3,0,1,2,-0.4,True
650,2012,1610612741,CHI,Chicago Bulls,21200584,2013-01-18,CHI @ BOS,W,25,13,4,5,0.8,1,2,0.5,4,4,1.0,1,3,4,0,0,0,2,0,-2.0,False
651,2012,1610612741,CHI,Chicago Bulls,21200570,2013-01-16,CHI @ TOR,W,6,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,1,1,-3.0,False
652,2012,1610612741,CHI,Chicago Bulls,21200558,2013-01-14,CHI vs. ATL,W,15,8,2,5,0.4,1,1,1.0,3,4,0.75,2,1,3,1,0,0,0,0,3.6,True
653,2012,1610612741,CHI,Chicago Bulls,21200546,2013-01-12,CHI vs. PHX,L,22,13,5,7,0.714,0,0,,3,3,1.0,2,0,2,0,1,1,0,0,-1.8,True
654,2012,1610612741,CHI,Chicago Bulls,21200534,2013-01-11,CHI @ NYK,W,12,0,0,3,0.0,0,0,,0,0,,2,1,3,1,0,0,0,0,-0.2,False
655,2012,1610612741,CHI,Chicago Bulls,21200520,2013-01-09,CHI vs. MIL,L,14,6,2,4,0.5,0,0,,2,2,1.0,0,1,1,1,0,0,1,0,0.2,True
656,2012,1610612741,CHI,Chicago Bulls,21200506,2013-01-07,CHI vs. CLE,W,10,3,1,2,0.5,0,0,,1,2,0.5,1,2,3,1,1,1,1,1,1.2,True
657,2012,1610612741,CHI,Chicago Bulls,21200481,2013-01-04,CHI @ MIA,W,18,8,2,6,0.333,0,0,,4,5,0.8,1,4,5,2,0,0,0,3,1.4,False
658,2012,1610612741,CHI,Chicago Bulls,21200465,2013-01-02,CHI @ ORL,W,9,0,0,0,,0,0,,0,0,,0,3,3,1,0,0,0,0,0.6,False
659,2012,1610612741,CHI,Chicago Bulls,21200453,2012-12-31,CHI vs. CHA,L,14,2,0,2,0.0,0,1,0.0,2,2,1.0,0,0,0,1,0,1,2,0,1.4,True
660,2012,1610612741,CHI,Chicago Bulls,21200441,2012-12-29,CHI vs. WAS,W,11,3,1,2,0.5,0,1,0.0,1,2,0.5,1,0,1,0,0,0,1,1,2.2,True
661,2012,1610612741,CHI,Chicago Bulls,21200408,2012-12-25,CHI vs. HOU,L,23,6,3,5,0.6,0,0,,0,0,,1,2,3,0,1,0,0,1,-1.6,True
662,2012,1610612741,CHI,Chicago Bulls,21200391,2012-12-22,CHI @ ATL,L,28,9,4,5,0.8,1,1,1.0,0,0,,2,3,5,2,1,0,0,1,0.8,False
663,2012,1610612741,CHI,Chicago Bulls,21200383,2012-12-21,CHI @ NYK,W,31,6,3,10,0.3,0,2,0.0,0,0,,1,2,3,2,2,1,0,3,-2.6,False
664,2012,1610612741,CHI,Chicago Bulls,21200360,2012-12-18,CHI vs. BOS,W,20,6,3,6,0.5,0,0,,0,0,,2,0,2,0,1,0,1,2,0.4,True
665,2012,1610612741,CHI,Chicago Bulls,21200353,2012-12-17,CHI @ MEM,L,17,8,3,4,0.75,0,0,,2,2,1.0,0,1,1,0,1,0,0,0,-2.4,False
666,2012,1610612741,CHI,Chicago Bulls,21200341,2012-12-15,CHI vs. BKN,W,17,0,0,4,0.0,0,1,0.0,0,0,,0,3,3,1,1,1,0,0,-2.2,True
667,2012,1610612741,CHI,Chicago Bulls,21200312,2012-12-12,CHI @ PHI,W,29,9,4,8,0.5,1,2,0.5,0,0,,1,2,3,2,0,0,0,1,2.0,False
668,2012,1610612741,CHI,Chicago Bulls,21200308,2012-12-11,CHI vs. LAC,L,15,2,1,2,0.5,0,0,,0,0,,1,0,1,0,0,0,0,0,0.0,True
669,2012,1610612741,CHI,Chicago Bulls,21200288,2012-12-08,CHI vs. NYK,W,21,8,3,3,1.0,0,0,,2,2,1.0,2,5,7,0,0,0,1,0,-0.2,True
670,2012,1610612741,CHI,Chicago Bulls,21200274,2012-12-07,CHI @ DET,W,14,3,1,1,1.0,0,0,,1,2,0.5,0,0,0,0,0,0,0,1,-2.8,False
671,2012,1610612741,CHI,Chicago Bulls,21200262,2012-12-05,CHI @ CLE,W,14,6,2,5,0.4,0,1,0.0,2,2,1.0,1,0,1,0,1,0,0,1,-1.0,False
672,2012,1610612741,CHI,Chicago Bulls,21200254,2012-12-04,CHI vs. IND,L,30,4,2,4,0.5,0,0,,0,0,,4,5,9,0,1,0,1,2,1.4,True
673,2012,1610612741,CHI,Chicago Bulls,21200235,2012-12-01,CHI vs. PHI,W,20,3,1,1,1.0,1,1,1.0,0,2,0.0,0,2,2,2,1,1,0,0,1.6,True
674,2012,1610612741,CHI,Chicago Bulls,21200214,2012-11-28,CHI vs. DAL,W,28,13,2,4,0.5,0,0,,9,10,0.9,1,2,3,2,1,0,1,2,6.8,True
675,2012,1610612741,CHI,Chicago Bulls,21200199,2012-11-26,CHI vs. MIL,L,12,4,2,4,0.5,0,0,,0,0,,2,0,2,0,0,1,0,1,-0.4,True
676,2012,1610612741,CHI,Chicago Bulls,21200188,2012-11-24,CHI @ MIL,W,19,6,2,7,0.286,0,1,0.0,2,2,1.0,4,3,7,0,0,0,1,1,1.2,False
677,2012,1610612741,CHI,Chicago Bulls,21200165,2012-11-21,CHI @ HOU,L,30,8,3,7,0.429,0,2,0.0,2,3,0.667,1,3,4,1,1,1,0,2,0.6,False
678,2012,1610612741,CHI,Chicago Bulls,21200145,2012-11-18,CHI @ POR,L,20,8,4,6,0.667,0,1,0.0,0,0,,3,0,3,0,1,0,1,1,-1.4,False
679,2012,1610612741,CHI,Chicago Bulls,21200132,2012-11-17,CHI @ LAC,L,14,5,2,5,0.4,0,1,0.0,1,2,0.5,2,1,3,0,0,0,0,0,-1.0,False
680,2012,1610612741,CHI,Chicago Bulls,21200116,2012-11-14,CHI @ PHX,W,9,6,3,3,1.0,0,0,,0,0,,0,1,1,0,2,0,0,0,0.6,False
681,2012,1610612741,CHI,Chicago Bulls,21200098,2012-11-12,CHI vs. BOS,L,11,4,0,0,,0,0,,4,4,1.0,1,0,1,0,0,0,0,1,-2.0,True
682,2012,1610612741,CHI,Chicago Bulls,21200084,2012-11-10,CHI vs. MIN,W,8,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,-1.0,True
683,2012,1610612741,CHI,Chicago Bulls,21200066,2012-11-08,CHI vs. OKC,L,13,6,2,5,0.4,0,1,0.0,2,2,1.0,2,1,3,3,1,0,1,1,-0.2,True
684,2012,1610612741,CHI,Chicago Bulls,21200050,2012-11-06,CHI vs. ORL,W,22,4,1,3,0.333,0,0,,2,2,1.0,2,1,3,2,1,0,0,1,2.6,True
685,2012,1610612741,CHI,Chicago Bulls,21200031,2012-11-03,CHI vs. NOH,L,6,2,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,-0.2,True
686,2012,1610612741,CHI,Chicago Bulls,21200019,2012-11-02,CHI @ CLE,W,17,8,3,4,0.75,0,0,,2,2,1.0,1,3,4,1,0,0,1,0,0.4,False
687,2012,1610612741,CHI,Chicago Bulls,21200007,2012-10-31,CHI vs. SAC,W,11,4,1,1,1.0,0,0,,2,2,1.0,0,1,1,0,0,0,0,3,-1.0,True
698,2011,1610612741,CHI,Chicago Bulls,21100984,2012-04-26,CHI vs. CLE,W,29,12,4,8,0.5,0,1,0.0,4,7,0.571,2,2,4,2,0,0,2,1,6.2,True
699,2011,1610612741,CHI,Chicago Bulls,21100919,2012-04-18,CHI @ CHA,W,24,5,2,6,0.333,0,0,,1,2,0.5,1,2,3,0,0,0,1,1,3.0,False
700,2011,1610612741,CHI,Chicago Bulls,21100907,2012-04-16,CHI vs. WAS,L,5,2,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,0,-1.4,True
701,2011,1610612741,CHI,Chicago Bulls,21100897,2012-04-15,CHI @ DET,W,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-0.2,False
702,2011,1610612741,CHI,Chicago Bulls,21100870,2012-04-12,CHI vs. MIA,W,1,0,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,0,-0.2,True
703,2011,1610612741,CHI,Chicago Bulls,21100857,2012-04-10,CHI vs. NYK,W,12,2,1,4,0.25,0,1,0.0,0,0,,0,1,1,1,1,0,0,1,1.6,True
704,2011,1610612741,CHI,Chicago Bulls,21100835,2012-04-08,CHI @ NYK,L,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,False
705,2011,1610612741,CHI,Chicago Bulls,21100813,2012-04-05,CHI vs. BOS,W,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,True
706,2011,1610612741,CHI,Chicago Bulls,21100786,2012-04-02,CHI vs. HOU,L,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,True
707,2011,1610612741,CHI,Chicago Bulls,21100777,2012-04-01,CHI @ OKC,L,12,2,0,3,0.0,0,0,,2,2,1.0,2,3,5,0,0,0,1,1,3.0,False
708,2011,1610612741,CHI,Chicago Bulls,21100749,2012-03-28,CHI @ ATL,W,1,0,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0.4,False
709,2011,1610612741,CHI,Chicago Bulls,21100733,2012-03-26,CHI vs. DEN,L,8,4,2,5,0.4,0,1,0.0,0,0,,0,0,0,2,0,0,0,0,0.2,True
710,2011,1610612741,CHI,Chicago Bulls,21100714,2012-03-24,CHI vs. TOR,W,8,0,0,3,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0.4,True
711,2011,1610612741,CHI,Chicago Bulls,21100673,2012-03-19,CHI @ ORL,W,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,False
712,2011,1610612741,CHI,Chicago Bulls,21100658,2012-03-17,CHI vs. PHI,W,6,0,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,0,0.2,True
713,2011,1610612741,CHI,Chicago Bulls,21100647,2012-03-16,CHI vs. POR,L,15,3,1,2,0.5,1,1,1.0,0,0,,1,1,2,0,0,1,2,1,-1.4,True
714,2011,1610612741,CHI,Chicago Bulls,21100629,2012-03-14,CHI vs. MIA,W,12,8,1,5,0.2,0,1,0.0,6,6,1.0,0,2,2,0,0,0,0,0,2.0,True
715,2011,1610612741,CHI,Chicago Bulls,21100612,2012-03-12,CHI vs. NYK,W,29,8,3,7,0.429,0,2,0.0,2,3,0.667,2,0,2,1,1,0,0,0,-0.2,True
716,2011,1610612741,CHI,Chicago Bulls,21100598,2012-03-10,CHI vs. UTA,W,28,8,2,4,0.5,0,0,,4,6,0.667,3,2,5,1,0,0,1,1,2.2,True
717,2011,1610612741,CHI,Chicago Bulls,21100582,2012-03-08,CHI vs. ORL,L,9,5,1,2,0.5,0,1,0.0,3,4,0.75,1,2,3,2,0,0,1,2,0.8,True
718,2011,1610612741,CHI,Chicago Bulls,21100557,2012-03-05,CHI vs. IND,W,1,0,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0.4,True
719,2011,1610612741,CHI,Chicago Bulls,21100531,2012-03-02,CHI @ CLE,W,5,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-1.2,False
720,2011,1610612741,CHI,Chicago Bulls,21100493,2012-02-22,CHI vs. MIL,W,4,0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,1,-0.4,True
721,2011,1610612741,CHI,Chicago Bulls,21100457,2012-02-18,CHI vs. NJN,L,5,3,1,2,0.5,0,0,,1,2,0.5,2,0,2,0,0,0,0,0,0.4,True
722,2011,1610612741,CHI,Chicago Bulls,21100391,2012-02-10,CHI @ CHA,W,18,4,0,2,0.0,0,0,,4,4,1.0,0,2,2,0,2,0,1,1,0.8,False
723,2011,1610612741,CHI,Chicago Bulls,21100381,2012-02-08,CHI @ NOH,W,8,0,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,-0.8,False
724,2011,1610612741,CHI,Chicago Bulls,21100360,2012-02-06,CHI @ NJN,W,3,2,1,1,1.0,0,0,,0,0,,0,1,1,0,0,0,0,0,-0.4,False
725,2011,1610612741,CHI,Chicago Bulls,21100349,2012-02-04,CHI @ MIL,W,9,2,1,1,1.0,0,0,,0,0,,0,3,3,1,1,0,0,0,1.6,False
726,2011,1610612741,CHI,Chicago Bulls,21100327,2012-02-02,CHI @ NYK,W,21,7,2,5,0.4,0,0,,3,4,0.75,1,0,1,1,2,1,0,4,-0.2,False
727,2011,1610612741,CHI,Chicago Bulls,21100315,2012-02-01,CHI @ PHI,L,19,5,1,3,0.333,1,2,0.5,2,4,0.5,2,2,4,2,0,0,1,1,0.4,False
728,2011,1610612741,CHI,Chicago Bulls,21100300,2012-01-30,CHI @ WAS,W,13,2,1,3,0.333,0,0,,0,0,,1,1,2,0,1,0,1,0,-1.8,False
729,2011,1610612741,CHI,Chicago Bulls,21100277,2012-01-27,CHI vs. MIL,W,9,2,0,2,0.0,0,0,,2,2,1.0,1,0,1,0,1,0,0,2,-0.4,True
730,2011,1610612741,CHI,Chicago Bulls,21100261,2012-01-25,CHI vs. IND,L,6,2,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,2,0,-1.0,True
731,2011,1610612741,CHI,Chicago Bulls,21100222,2012-01-20,CHI @ CLE,W,5,0,0,0,,0,0,,0,0,,0,1,1,0,0,2,1,1,0.4,False
732,2011,1610612741,CHI,Chicago Bulls,21100198,2012-01-17,CHI vs. PHX,W,4,1,0,0,,0,0,,1,2,0.5,0,0,0,0,0,0,0,0,-0.2,True
733,2011,1610612741,CHI,Chicago Bulls,21100185,2012-01-16,CHI @ MEM,L,3,2,1,1,1.0,0,0,,0,0,,0,0,0,0,1,0,0,0,0.6,False
734,2011,1610612741,CHI,Chicago Bulls,21100147,2012-01-11,CHI vs. WAS,W,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,True
735,2011,1610612741,CHI,Chicago Bulls,21100130,2012-01-09,CHI vs. DET,W,3,2,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0.4,True
736,2011,1610612741,CHI,Chicago Bulls,21100110,2012-01-07,CHI @ ATL,L,12,12,3,3,1.0,0,0,,6,6,1.0,2,1,3,0,0,0,0,0,1.6,False
737,2011,1610612741,CHI,Chicago Bulls,21100087,2012-01-04,CHI @ DET,W,1,2,0,0,,0,0,,2,2,1.0,0,1,1,0,0,1,0,0,0.0,False
738,2011,1610612741,CHI,Chicago Bulls,21100077,2012-01-03,CHI vs. ATL,W,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0.0,True
739,2011,1610612741,CHI,Chicago Bulls,21100062,2012-01-01,CHI vs. MEM,W,6,2,1,2,0.5,0,0,,0,0,,1,1,2,0,0,0,0,0,-0.8,True
